City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Sao Joao Da Barra,BR,-21.64,-41.05,64.4,84,100,14.52,light rain
482,Arnprior,CA,45.43,-76.35,79.0,77,42,5.14,scattered clouds
483,Barranco De Loba,CO,8.95,-74.11,80.55,85,71,2.53,light rain
484,Nachalovo,RU,46.34,48.2,66.2,42,66,4.47,broken clouds
485,Nabire,ID,-3.37,135.48,76.1,86,67,3.58,light rain
486,Esmeraldas,BR,-19.76,-44.31,59.0,100,90,6.93,overcast clouds
487,Manacapuru,BR,-3.3,-60.62,80.6,69,75,4.7,broken clouds
488,Pierre,US,44.37,-100.35,98.01,26,20,3.36,few clouds
489,Kapit,MY,2.02,112.93,74.43,94,100,0.56,overcast clouds
490,Ust-Nera,RU,64.57,143.2,42.93,61,100,4.88,overcast clouds
491,Ostrovnoy,RU,68.05,39.51,58.12,76,0,16.49,clear sky
492,Epinal,FR,48.18,6.45,68.0,64,74,10.29,broken clouds
493,Mawlaik,MM,23.63,94.42,76.39,89,59,0.51,broken clouds
494,Sovetskiy,RU,61.36,63.58,48.85,92,20,7.25,few clouds
495,Santa Rosalia,MX,27.32,-112.28,88.41,46,31,2.46,scattered clouds
496,Boyolangu,ID,-8.12,111.89,75.45,86,81,4.21,broken clouds
497,Lata,PT,40.16,-8.33,64.99,84,0,1.99,clear sky
498,Kamen-Rybolov,RU,44.75,132.04,62.4,85,100,7.99,overcast clouds
499,Roma,US,43.21,-75.46,82.4,51,20,12.75,few clouds
500,Pontian Kecil,MY,1.48,103.39,77.0,94,20,3.02,few clouds
501,Paita,PE,-5.09,-81.11,63.3,82,38,15.88,scattered clouds
502,Bilma,NE,18.69,12.92,93.31,35,67,4.76,broken clouds
503,Manono,CD,-7.3,27.42,76.06,39,52,4.38,broken clouds
504,Sinnamary,GF,5.38,-52.95,80.04,82,14,7.38,few clouds
505,Eydhafushi,MV,5.1,73.07,83.61,65,1,3.11,clear sky
506,Lima,PE,-12.04,-77.03,62.6,72,90,9.17,overcast clouds
507,Shangrao,CN,28.45,117.97,79.48,78,7,2.28,clear sky
508,Aripuana,BR,-9.17,-60.63,78.55,43,0,2.01,clear sky
509,Olafsvik,IS,64.89,-23.71,50.41,65,24,6.04,few clouds
510,Tazovskiy,RU,67.47,78.7,52.23,80,98,9.17,overcast clouds
511,Nyimba,ZM,-14.56,30.81,60.76,70,1,8.41,clear sky
512,Lichinga,MZ,-13.31,35.24,57.2,82,75,13.87,broken clouds
513,Masumbwe,TZ,-3.63,32.18,74.14,39,97,6.87,overcast clouds
514,Komsomolskiy,UZ,40.43,71.72,71.6,46,0,6.93,clear sky
515,Ajaccio,FR,42.0,8.92,75.2,83,0,3.36,clear sky
516,Fukue,JP,32.69,128.84,84.04,70,38,1.99,scattered clouds
517,Moose Jaw,CA,50.4,-105.53,91.4,24,90,14.99,overcast clouds
518,San Policarpo,PH,12.18,125.51,80.83,84,100,6.08,light rain
519,Gari,RU,59.43,62.35,51.62,98,100,6.08,overcast clouds
520,Warrnambool,AU,-38.38,142.48,46.99,93,52,1.01,light rain
521,Benguela,AO,-12.58,13.41,66.97,87,26,1.03,scattered clouds
522,Rawson,AR,-43.3,-65.1,57.49,37,0,2.82,clear sky
523,Porosozero,RU,62.72,32.73,59.85,79,98,8.86,overcast clouds
524,Baghdad,IQ,33.34,44.4,89.6,31,0,10.29,clear sky
525,Qostanay,KZ,53.17,63.58,55.4,93,0,6.71,clear sky
526,Tongchuan,CN,35.08,109.09,67.73,87,70,2.53,broken clouds
527,Arandis,NA,-22.42,14.97,68.36,19,0,8.75,clear sky
528,Hwange,ZW,-18.37,26.5,59.09,71,24,3.42,few clouds
529,Labrea,BR,-7.26,-64.8,76.59,50,0,2.26,clear sky
530,Aksarka,RU,66.56,67.8,47.84,94,45,13.24,scattered clouds
531,Chulman,RU,56.85,124.91,52.3,72,18,1.57,few clouds
532,Mathathane,BW,-22.27,28.75,53.62,75,0,6.8,clear sky
533,Azul,AR,-36.78,-59.86,47.3,62,0,10.6,clear sky
534,Dudinka,RU,69.41,86.18,57.2,62,48,13.42,scattered clouds
535,Longyan,CN,25.11,117.02,80.01,78,0,3.0,clear sky
536,Bronnoysund,NO,65.46,12.2,60.8,82,99,9.17,light intensity shower rain
537,Pontianak,ID,-0.03,109.33,75.79,94,100,4.07,overcast clouds
538,Okakarara,NA,-20.58,17.43,52.14,45,0,5.7,clear sky
539,Araguaina,BR,-7.19,-48.21,82.09,39,15,3.47,few clouds
540,Kholm-Zhirkovskiy,RU,55.52,33.47,54.52,90,59,4.74,broken clouds
541,Leeuwarden,NL,53.2,5.81,66.99,82,90,13.87,overcast clouds
542,Zheleznodorozhnyy,RU,55.75,38.0,61.0,100,92,2.53,overcast clouds
543,Vallenar,CL,-28.57,-70.76,59.58,47,0,4.92,clear sky
544,Kruisfontein,ZA,-34.0,24.73,51.12,91,0,5.93,clear sky
545,Cabinda,AO,-5.55,12.2,73.78,88,45,4.61,scattered clouds
546,Pocone,BR,-16.26,-56.62,65.07,46,40,7.34,scattered clouds
547,Vernon,CA,50.26,-119.27,77.0,27,1,10.29,clear sky
548,Sitka,US,57.05,-135.33,62.6,77,75,4.7,broken clouds
549,Zhovti Vody,UA,48.35,33.5,59.92,66,0,7.0,clear sky
550,Talcahuano,CL,-36.72,-73.12,53.6,87,40,17.22,scattered clouds
551,Xinzhou,CN,38.41,112.73,64.62,88,85,1.12,overcast clouds
552,Kathu,TH,7.92,98.33,84.99,94,20,2.24,few clouds
553,Istra,RU,55.92,36.86,61.0,82,77,2.24,broken clouds
554,Tari,NG,12.41,4.49,76.77,84,5,7.31,light rain
555,High Level,CA,58.52,-117.14,59.0,87,90,10.29,overcast clouds
556,Luau,AO,-10.71,22.22,67.53,34,19,5.03,few clouds
557,Wanaka,NZ,-44.7,169.15,45.0,85,76,2.42,broken clouds
558,Abbeville,FR,50.1,1.83,64.0,77,93,11.92,overcast clouds
559,Si Satchanalai,TH,17.52,99.76,74.53,96,100,2.57,light rain
560,Cockburn Town,TC,21.46,-71.14,84.11,79,79,26.31,broken clouds
561,Husavik,IS,66.04,-17.34,48.2,81,1,9.17,clear sky
562,Pussi,EE,59.36,27.05,63.64,94,100,15.86,moderate rain
563,Sorland,NO,67.67,12.69,56.48,92,99,19.44,overcast clouds
564,Bintulu,MY,3.17,113.03,75.2,94,40,3.11,scattered clouds
565,Tieling,CN,42.29,123.84,69.82,79,85,8.14,overcast clouds
566,Ewa Beach,US,21.32,-158.01,89.6,52,90,6.93,overcast clouds
567,Ishigaki,JP,24.34,124.16,82.4,94,75,24.16,light intensity shower rain
568,Aguimes,ES,27.91,-15.45,84.99,42,0,28.86,clear sky
569,Nkowakowa,ZA,-23.89,30.29,53.6,67,0,6.93,clear sky
570,Pouembout,NC,-21.13,164.9,76.5,65,29,4.81,scattered clouds
571,Ketchikan,US,55.34,-131.65,57.2,93,90,9.17,mist
572,Bojnurd,IR,37.47,57.33,69.8,77,75,11.41,broken clouds
573,Pizarro,CO,4.95,-77.37,78.12,89,96,10.83,light rain
574,Dehloran,IR,32.69,47.27,86.04,16,0,3.76,clear sky
575,Ruteng,ID,-8.61,120.47,62.17,75,78,1.52,broken clouds
576,Shirokiy,RU,49.76,129.52,62.71,77,98,6.85,overcast clouds
577,Kangaatsiaq,GL,68.31,-53.46,46.9,70,0,10.16,clear sky
578,Beringovskiy,RU,63.05,179.32,55.69,77,83,11.56,broken clouds
579,Tateyama,JP,34.98,139.87,80.01,81,100,1.99,moderate rain
580,Syava,RU,58.01,46.32,52.77,88,0,3.38,clear sky
581,Bischheim,FR,48.62,7.76,69.8,64,12,3.36,few clouds
582,Chestermere,CA,51.03,-113.82,77.0,27,20,18.34,few clouds
583,Police,PL,53.55,14.57,66.0,88,4,4.7,clear sky
584,Bafq,IR,31.61,55.41,87.93,12,0,12.97,clear sky
585,Plerin,FR,48.54,-2.78,60.01,10,29,4.0,scattered clouds
586,Ocampo,MX,21.65,-101.5,72.12,42,73,8.68,broken clouds
587,Vilhena,BR,-12.74,-60.15,69.8,49,10,10.29,clear sky
588,Sechura,PE,-5.56,-80.82,68.43,63,22,16.15,few clouds
589,Palora,EC,-1.7,-77.93,73.4,78,90,6.93,overcast clouds
590,Bern,CH,46.95,7.45,64.4,88,75,1.14,broken clouds
591,Lazaro Cardenas,MX,17.96,-102.2,84.22,73,0,6.29,clear sky
592,Gamba,GA,-2.65,10.0,72.82,85,40,5.37,scattered clouds
593,Jaciara,BR,-15.97,-54.97,69.37,46,72,6.96,broken clouds
594,Hobyo,SO,5.35,48.53,75.72,81,94,21.3,overcast clouds
595,Strezhevoy,RU,60.73,77.59,44.6,100,66,4.52,fog
596,Nova Olinda Do Norte,BR,-3.89,-59.09,82.92,39,3,2.39,clear sky
597,Ponta Delgada,PT,37.73,-25.67,71.6,88,20,5.82,few clouds
598,Lisakovsk,KZ,52.54,62.49,52.34,92,0,5.99,clear sky
599,Solnechnyy,RU,50.72,136.63,64.27,85,100,3.42,light rain
600,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,42,20,10.29,few clouds
601,Garoua,CM,9.3,13.4,74.3,95,100,4.59,moderate rain
602,Temba,ZA,-25.38,28.26,51.62,52,0,1.01,clear sky
603,Aksehir,TR,38.36,31.42,62.11,61,2,4.94,clear sky
604,Castelo,BR,-20.6,-41.18,59.77,91,100,3.29,moderate rain
605,Kingston,JM,18.0,-76.79,89.6,66,20,5.82,few clouds
606,Half Moon Bay,US,37.46,-122.43,90.0,50,75,20.8,smoke
607,Humacao,PR,18.15,-65.83,77.0,97,100,5.01,moderate rain
608,Vagur,FO,61.47,-6.81,49.73,77,88,18.3,overcast clouds
609,Buraydah,SA,26.33,43.98,91.4,22,37,8.05,scattered clouds
610,Upata,VE,8.01,-62.4,74.23,89,2,2.15,light rain
611,Witu,KE,-2.39,40.44,75.4,78,57,12.15,broken clouds
612,Sindgi,IN,16.92,76.23,73.94,87,100,10.29,overcast clouds
613,Thongwa,MM,16.76,96.53,77.0,100,90,8.05,overcast clouds
614,San-Pedro,CI,4.75,-6.64,75.15,91,67,8.43,light rain
615,Eboli,IT,40.61,15.06,77.0,47,0,1.74,clear sky
616,Bowling Green,US,36.99,-86.44,82.4,58,75,5.82,broken clouds
617,Maniwaki,CA,46.38,-75.97,69.3,89,18,2.26,light rain
618,Salaga,GH,8.55,-0.52,73.83,93,9,3.65,light rain
619,Nacala,MZ,-14.54,40.67,72.01,73,93,10.58,overcast clouds
620,Nurota,UZ,40.56,65.69,71.6,49,0,2.24,clear sky
621,Burgeo,CA,47.62,-57.62,60.26,71,1,11.05,clear sky
622,Portmore,JM,17.97,-76.87,89.6,66,20,5.82,few clouds
623,Pionerskiy,RU,54.95,20.23,68.0,94,75,4.47,broken clouds
624,Bendigo,AU,-36.77,144.28,44.01,83,55,1.99,broken clouds
625,Danilovka,RU,50.36,44.12,57.07,70,75,5.73,broken clouds
626,Paamiut,GL,61.99,-49.67,43.77,92,39,9.15,scattered clouds
627,Carballo,ES,43.21,-8.69,66.0,93,40,3.36,scattered clouds
628,Lillehammer,NO,61.11,10.47,48.99,96,5,3.0,clear sky
629,Mogadishu,SO,2.04,45.34,75.99,83,57,15.66,light rain
630,Khani,GE,41.96,42.96,66.2,93,90,3.36,overcast clouds
631,Zachepylivka,UA,49.19,35.24,57.54,59,0,7.7,clear sky
632,Martil,MA,35.62,-5.28,84.2,51,0,10.29,clear sky
633,Tiznit,MA,29.58,-9.5,89.76,25,51,6.76,broken clouds
634,Souillac,MU,-20.52,57.52,69.8,77,40,8.05,scattered clouds
635,Rio Brilhante,BR,-21.8,-54.55,55.72,80,14,6.44,few clouds
636,Mapiripan,CO,2.89,-72.13,75.4,86,100,4.25,overcast clouds
637,Plouzane,FR,48.38,-4.62,60.8,93,75,6.93,broken clouds
638,Chaman,PK,30.92,66.45,77.07,52,3,4.27,clear sky
639,Port Augusta,AU,-32.5,137.77,43.0,93,75,6.93,broken clouds
640,Talnakh,RU,69.49,88.4,57.2,62,56,13.42,broken clouds
641,Baculin,PH,7.45,126.58,79.72,70,49,3.51,scattered clouds
642,La Rochelle,FR,46.17,-1.15,68.0,72,90,13.87,overcast clouds
643,Roebourne,AU,-20.78,117.13,70.11,32,0,5.86,clear sky
644,Hofn,IS,64.25,-15.21,49.59,76,39,1.45,scattered clouds
645,Tura,IN,25.52,90.22,72.64,97,62,3.98,light rain
646,Lakota,CI,5.85,-5.69,70.61,97,49,4.27,scattered clouds
647,Nong Kung Si,TH,16.65,103.3,77.0,100,75,4.7,light rain
648,Sandwick,GB,60.0,-1.25,53.6,100,86,8.05,light rain
649,Cantaura,VE,9.31,-64.36,76.53,87,65,1.43,light rain
650,Iroquois Falls,CA,48.77,-80.68,75.2,44,75,6.93,broken clouds
651,Lewisporte,CA,49.25,-55.05,64.99,59,75,9.17,broken clouds
652,Hay River,CA,60.82,-115.8,59.0,82,75,12.75,broken clouds
653,Zlobin,HR,45.29,14.65,75.2,94,0,4.7,clear sky
654,Iranshahr,IR,27.2,60.68,89.19,47,19,2.24,few clouds
655,Hami,CN,42.8,93.45,73.71,29,0,8.68,clear sky
656,Naze,JP,28.37,129.48,84.2,88,75,1.12,broken clouds
657,Dandong,CN,40.13,124.39,71.96,87,75,3.13,broken clouds
658,Deputatskiy,RU,69.3,139.9,34.47,88,97,0.56,overcast clouds
659,Naraini,IN,25.18,80.48,78.12,83,70,6.96,broken clouds
660,Zhezkazgan,KZ,47.8,67.71,58.17,54,93,3.98,overcast clouds
661,Gushikawa,JP,26.35,127.87,80.6,88,75,8.05,broken clouds
662,Gravdal,NO,68.12,13.5,56.3,93,100,13.85,overcast clouds
663,Russell,US,32.35,-85.2,89.6,52,1,8.05,clear sky
664,Cambre,ES,43.29,-8.35,66.0,93,75,2.24,broken clouds
665,Port-Cartier,CA,50.03,-66.87,62.01,67,75,4.7,broken clouds
666,Arrecife,ES,28.96,-13.55,75.2,83,20,23.04,few clouds
667,Pisco,PE,-13.7,-76.22,64.4,72,40,12.75,scattered clouds
668,Nauta,PE,-4.51,-73.58,74.98,71,53,1.57,broken clouds
669,Norden,DE,53.6,7.2,61.0,82,20,8.05,few clouds
670,Pachmarhi,IN,22.47,78.43,65.75,100,100,4.07,overcast clouds
671,Carbondale,US,37.73,-89.22,86.0,51,1,6.93,clear sky
672,Dicabisagan,PH,17.08,122.42,81.03,78,99,2.04,overcast clouds
673,Fare,PF,-16.7,-151.02,77.02,78,11,19.17,few clouds
674,Ayia Galini,GR,35.1,24.68,78.01,53,0,8.88,clear sky
675,Nogliki,RU,51.83,143.17,58.14,88,98,2.46,light rain
676,Adoni,IN,15.63,77.28,74.48,87,98,9.86,overcast clouds
677,Gbadolite,CD,4.28,21.02,71.58,97,100,2.86,overcast clouds
678,Severnoye,RU,56.35,78.36,49.86,96,78,6.24,broken clouds
679,Buchanan,LR,5.88,-10.05,77.0,94,75,9.17,light rain
680,Visakhapatnam,IN,17.69,83.21,78.8,94,75,5.82,mist
681,Gull Lake,CA,50.1,-108.48,82.4,30,1,25.28,clear sky
682,Umea,SE,63.83,20.26,64.4,93,75,6.93,broken clouds
683,Moranbah,AU,-22.0,148.05,59.5,33,0,13.22,clear sky
684,Saint-Augustin,CA,51.23,-58.65,58.75,79,95,4.68,light rain
685,Celestun,MX,20.87,-90.4,85.26,69,9,12.75,clear sky
686,Tigil,RU,57.8,158.67,53.2,61,92,5.79,overcast clouds
687,Middle Island,US,40.88,-72.94,81.0,74,1,6.93,clear sky
688,Ulaanbaatar,MN,47.91,106.88,42.8,87,0,0.49,clear sky
689,Ostrogozhsk,RU,50.87,39.08,57.7,62,1,3.24,clear sky
690,Vetluzhskiy,RU,58.39,45.47,53.13,90,0,3.56,clear sky
691,Denpasar,ID,-8.65,115.22,77.0,100,20,9.17,few clouds
692,Hue,VN,16.47,107.6,77.0,94,40,3.36,scattered clouds
693,Bonthe,SL,7.53,-12.51,76.14,92,100,8.43,overcast clouds
694,Gaoyou,CN,32.79,119.43,86.0,80,0,6.55,clear sky
695,Xingyi,CN,24.19,102.82,58.57,97,96,1.57,overcast clouds
696,Bluefields,NI,12.01,-83.76,86.0,79,40,4.7,scattered clouds
697,Djambala,CG,-2.54,14.75,70.32,83,100,5.57,light rain
698,Hazorasp,UZ,41.32,61.07,73.4,38,90,6.93,overcast clouds
699,Woodland,US,38.68,-121.77,104.0,32,75,3.36,smoke
700,Portland,US,45.52,-122.68,80.01,47,20,11.41,few clouds
701,Boskovice,CZ,49.49,16.66,64.0,94,100,2.8,light rain
702,Lagos De Moreno,MX,21.35,-101.92,80.6,34,40,5.82,scattered clouds
703,Tete,MZ,-16.16,33.59,69.8,64,40,8.05,scattered clouds
704,Marsa Matruh,EG,31.35,27.25,78.8,69,20,9.17,few clouds
705,Karratha,AU,-20.74,116.85,69.15,35,0,6.17,clear sky
706,Kutum,SD,14.2,24.67,73.22,72,73,8.37,broken clouds
707,Camana,PE,-16.62,-72.71,60.58,78,66,5.19,broken clouds
708,Henties Bay,NA,-22.12,14.28,65.07,32,0,7.67,clear sky
709,Billings,US,45.78,-108.5,95.0,12,1,6.93,haze
710,Pacific Grove,US,36.62,-121.92,71.6,56,40,8.05,smoke
711,San Ramon,US,37.78,-121.98,97.0,28,1,3.36,haze
712,Boende,CD,-0.22,20.87,73.2,92,100,3.53,overcast clouds
713,Calama,CL,-22.47,-68.93,66.2,20,0,19.46,clear sky
714,Burley,US,42.54,-113.79,82.4,34,40,5.82,haze
715,Hirtshals,DK,57.59,9.96,57.99,92,76,1.99,light rain
716,Takoradi,GH,4.88,-1.76,74.62,91,8,6.53,clear sky
717,Cap Malheureux,MU,-19.98,57.61,69.01,79,17,3.0,light rain
718,Guerrero Negro,MX,27.98,-114.06,85.42,51,0,18.88,clear sky
719,Urubicha,BO,-15.38,-62.95,59.5,47,32,2.46,scattered clouds
720,Stantsionno-Oyashinskiy,RU,55.47,83.82,51.62,92,84,7.52,broken clouds
721,Tonantins,BR,-2.87,-67.8,74.68,70,0,2.17,clear sky
722,Black River,JM,18.03,-77.85,86.0,79,20,9.17,thunderstorm
723,Galesong,ID,-5.32,119.37,69.8,77,20,4.7,few clouds
724,Bara,NG,10.37,10.73,75.15,86,99,5.5,overcast clouds
